Date,coint only,mean crossing,half-life,all criteria
2019-04-23,0.06873876330591451,0.06873876330591451,0.0915714530389432,0.0915714530389432
2019-04-24,0.06800653274129022,0.06800653274129022,0.092052065880661,0.092052065880661
2019-04-25,0.06316807518342621,0.06316807518342621,0.09271421222176512,0.09271421222176512
2019-04-26,0.06692547987358251,0.06692547987358251,0.09271421222176512,0.09271421222176512
2019-04-29,0.06453642766807165,0.06453642766807165,0.09271421222176512,0.09271421222176512
2019-04-30,0.06961466775355396,0.06961466775355396,0.09271421222176512,0.09271421222176512
2019-05-01,0.07245025334946414,0.07245025334946414,0.09271421222176512,0.09271421222176512
2019-05-02,0.06841466728063089,0.06841466728063089,0.09271421222176512,0.09271421222176512
2019-05-03,0.06841466728063089,0.06841466728063089,0.09271421222176512,0.09271421222176512
2019-05-06,0.06576060772284817,0.06576060772284817,0.09271421222176512,0.09271421222176512
2019-05-07,0.0706092873793616,0.0706092873793616,0.09271421222176512,0.09271421222176512
2019-05-08,0.0672104000739254,0.0672104000739254,0.09271421222176512,0.09271421222176512
2019-05-09,0.06587361863317964,0.06587361863317964,0.09271421222176512,0.09271421222176512
2019-05-10,0.06587361863317964,0.06587361863317964,0.09271421222176512,0.09271421222176512
2019-05-13,0.06658103392148809,0.06658103392148809,0.09368690824318925,0.09368690824318925
2019-05-14,0.0759445947022629,0.0759445947022629,0.1065618043167546,0.1065618043167546
2019-05-15,0.07281937894026762,0.07281937894026762,0.10226463264401109,0.10226463264401109
2019-05-16,0.07965586471972005,0.07965586471972005,0.1116648005907582,0.1116648005907582
2019-05-17,0.08170428360980357,0.08170428360980357,0.11448137656462304,0.11448137656462304
2019-05-20,0.0849603191080039,0.0849603191080039,0.11895842537464849,0.11895842537464849
2019-05-21,0.08484290633592083,0.08484290633592083,0.11879698281303427,0.11879698281303427
2019-05-22,0.08535726202276177,0.08535726202276177,0.11950422188244056,0.11950422188244056
2019-05-23,0.08541137662626062,0.08541137662626062,0.11957862946225148,0.11957862946225148
2019-05-24,0.08662377151113661,0.08662377151113661,0.12124567242895595,0.12124567242895595
2019-05-28,0.0864452889929285,0.0864452889929285,0.1210002589664198,0.1210002589664198
2019-05-29,0.08811007048170792,0.08811007048170792,0.1232893335134915,0.1232893335134915
2019-05-30,0.08583341120479689,0.08583341120479689,0.12015892700773884,0.12015892700773884
2019-05-31,0.08411428254954775,0.08411428254954775,0.11779512510677126,0.11779512510677126
2019-06-03,0.08428540675818313,0.08428540675818313,0.11803042089364493,0.11803042089364493
2019-06-04,0.08052465302999492,0.08052465302999492,0.11483531434687681,0.11483531434687681
2019-06-05,0.0778289673405524,0.0778289673405524,0.11112874652389333,0.11112874652389333
2019-06-06,0.08118440778465842,0.08118440778465842,0.11570651811536865,0.11570651811536865
2019-06-07,0.08030653735334509,0.08030653735334509,0.11442519498086451,0.11442519498086451
2019-06-10,0.07947982693422752,0.07947982693422752,0.11248292664359319,0.11248292664359319
2019-06-11,0.07697442618763499,0.07697442618763499,0.1126903685141547,0.1126903685141547
2019-06-12,0.07834382409248375,0.07834382409248375,0.10733696339320145,0.10733696339320145
2019-06-13,0.08104683971721625,0.08104683971721625,0.11073028090115652,0.11073028090115652
2019-06-14,0.06771849991027723,0.06771849991027723,0.0924038136666154,0.0924038136666154
2019-06-17,0.08243649440320518,0.08243649440320518,0.11252525033027655,0.11252525033027655
2019-06-18,0.08807863034193722,0.08807863034193722,0.12028318724603311,0.12028318724603311
2019-06-19,0.08807863034193722,0.08807863034193722,0.12028318724603311,0.12028318724603311
2019-06-20,0.08807863034193722,0.08807863034193722,0.12028318724603311,0.12028318724603311
2019-06-21,0.08689320637619138,0.08689320637619138,0.11865322929313259,0.11865322929313259
2019-06-24,0.08680322302108082,0.08680322302108082,0.11852950217985556,0.11852950217985556
2019-06-25,0.08621421865097813,0.08621421865097813,0.11771962117096436,0.11771962117096436
2019-06-26,0.08592150519087298,0.08592150519087298,0.11731714016331977,0.11731714016331977
2019-06-27,0.09188735607137657,0.09188735607137657,0.12552018512401222,0.12552018512401222
2019-06-28,0.09193342836678614,0.09193342836678614,0.12558353453020038,0.12558353453020038
2019-07-01,0.09707118342825488,0.09707118342825488,0.13264794773971988,0.13264794773971988
2019-07-02,0.1087976678853856,0.1087976678853856,0.1487718638682746,0.1487718638682746
2019-07-03,0.10986718180431011,0.10986718180431011,0.1502424455067958,0.1502424455067958
2019-07-05,0.10707365719818723,0.10707365719818723,0.14640134917337688,0.14640134917337688
2019-07-08,0.11898204293087691,0.11898204293087691,0.16277537955582516,0.16277537955582516
2019-07-09,0.12604900851978418,0.12604900851978418,0.17249245724057266,0.17249245724057266
2019-07-10,0.13268888693099778,0.13268888693099778,0.18162229005599134,0.18162229005599134
2019-07-11,0.13213984176220184,0.13213984176220184,0.18086735294889697,0.18086735294889697
2019-07-12,0.13213984176220184,0.13213984176220184,0.18086735294889697,0.18086735294889697
2019-07-15,0.13297946207063258,0.13297946207063258,0.1820218308729892,0.1820218308729892
2019-07-16,0.13297946207063258,0.13297946207063258,0.1820218308729892,0.1820218308729892
2019-07-17,0.13297946207063258,0.13297946207063258,0.1820218308729892,0.1820218308729892
2019-07-18,0.13297946207063258,0.13297946207063258,0.1820218308729892,0.1820218308729892
2019-07-19,0.1330445846862519,0.1330445846862519,0.18211137446946582,0.18211137446946582
2019-07-22,0.13194260939629743,0.13194260939629743,0.18059615844577837,0.18059615844577837
2019-07-23,0.13425737945540572,0.13425737945540572,0.18377896727705226,0.18377896727705226
2019-07-24,0.14329569605689696,0.14329569605689696,0.19620665260410275,0.19620665260410275
2019-07-25,0.14329569605689696,0.14329569605689696,0.19620665260410275,0.19620665260410275
2019-07-26,0.14329569605689696,0.14329569605689696,0.19620665260410275,0.19620665260410275
2019-07-29,0.14564457961976354,0.14564457961976354,0.19943636750304433,0.19943636750304433
2019-07-30,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-07-31,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-01,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-02,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-05,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-06,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-07,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-08,0.1467226482100728,0.1467226482100728,0.20091871181471954,0.20091871181471954
2019-08-09,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-12,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-13,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-14,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-15,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-16,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-19,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-20,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-21,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-22,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-23,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-26,0.1396575968309482,0.1396575968309482,0.20091871181471954,0.20091871181471954
2019-08-27,0.137998765531809,0.137998765531809,0.20091871181471954,0.20091871181471954
2019-08-28,0.137998765531809,0.137998765531809,0.20091871181471954,0.20091871181471954
2019-08-29,0.137998765531809,0.137998765531809,0.20091871181471954,0.20091871181471954
2019-08-30,0.137998765531809,0.137998765531809,0.20091871181471954,0.20091871181471954
2019-09-03,0.13805963421056558,0.13805963421056558,0.20091871181471954,0.20091871181471954
2019-09-04,0.13805307631415095,0.13805307631415095,0.20090969470714942,0.20090969470714942
2019-09-05,0.14989106203440217,0.14989106203440217,0.21718692507249482,0.21718692507249482
2019-09-06,0.15937622449765165,0.15937622449765165,0.2302290234594629,0.2302290234594629
2019-09-09,0.17415332613132464,0.17415332613132464,0.2401238600198508,0.2401238600198508
2019-09-10,0.17570281484365566,0.17570281484365566,0.24225440699930595,0.24225440699930595
2019-09-11,0.17497218673741763,0.17497218673741763,0.24124979335322863,0.24124979335322863
2019-09-12,0.17560974223773396,0.17560974223773396,0.24212643216616359,0.24212643216616359
2019-09-13,0.17522025103640185,0.17522025103640185,0.24159088176433197,0.24159088176433197
2019-09-16,0.17504647947973193,0.17504647947973193,0.2413519458739108,0.2413519458739108
2019-09-17,0.1756678578506612,0.1756678578506612,0.24220634113393855,0.24220634113393855
2019-09-18,0.17444337971896395,0.17444337971896395,0.24052909857174365,0.24052909857174365
2019-09-19,0.1730582399296129,0.1730582399296129,0.2385558949579023,0.2385558949579023
2019-09-20,0.17288794931486742,0.17288794931486742,0.2383217453626273,0.2383217453626273
2019-09-23,0.17139726130319508,0.17139726130319508,0.2362720493465778,0.2362720493465778
2019-09-24,0.17828271544420898,0.17828271544420898,0.24573954879047194,0.24573954879047194
2019-09-25,0.1877651211091451,0.1877651211091451,0.25877785657975905,0.25877785657975905
2019-09-26,0.18984531281241715,0.18984531281241715,0.2616381201717582,0.2616381201717582
2019-09-27,0.20249155623277523,0.20249155623277523,0.27902670487475056,0.27902670487475056
2019-09-30,0.20664967777087695,0.20664967777087695,0.2847441219896405,0.2847441219896405
2019-10-01,0.19958508012744766,0.19958508012744766,0.27503030022992514,0.27503030022992514
2019-10-02,0.19756794758303417,0.19756794758303417,0.2722567429813566,0.2722567429813566
2019-10-03,0.19422525948777533,0.19422525948777533,0.2676605468503757,0.2676605468503757
2019-10-04,0.19992237327526052,0.19992237327526052,0.27549407830816786,0.27549407830816786
2019-10-07,0.1962672608263982,0.1962672608263982,0.2704682986909822,0.2704682986909822
2019-10-08,0.19324200952480552,0.19324200952480552,0.2663085781512922,0.2663085781512922
2019-10-09,0.19729274798888496,0.19729274798888496,0.27187834353940143,0.27187834353940143
2019-10-10,0.19900232353358083,0.19900232353358083,0.2742290099133583,0.2742290099133583
2019-10-11,0.20035183160089343,0.20035183160089343,0.2760845835059131,0.2760845835059131
2019-10-14,0.20411922742114344,0.20411922742114344,0.28126475275875684,0.28126475275875684
2019-10-15,0.20055509995798176,0.20055509995798176,0.2763640774969096,0.2763640774969096
2019-10-16,0.2044777742467763,0.2044777742467763,0.2817577546440021,0.2817577546440021
2019-10-17,0.2044777742467763,0.2044777742467763,0.2817577546440021,0.2817577546440021
2019-10-18,0.2044777742467763,0.2044777742467763,0.2817577546440021,0.2817577546440021
2019-10-21,0.2044777742467763,0.2044777742467763,0.2817577546440021,0.2817577546440021
2019-10-22,0.20270634450112449,0.20270634450112449,0.2817577546440021,0.2817577546440021
2019-10-23,0.19678695129556498,0.19678695129556498,0.2816669210765054,0.2816669210765054
2019-10-24,0.1953514702750071,0.1953514702750071,0.28219031063093114,0.28219031063093114
2019-10-25,0.20348424704973408,0.20348424704973408,0.28365594286715057,0.28365594286715057
2019-10-28,0.21006276134423796,0.21006276134423796,0.2894754196251663,0.2894754196251663
2019-10-29,0.20876184828169864,0.20876184828169864,0.293484095232279,0.293484095232279
2019-10-30,0.20680394674261926,0.20680394674261926,0.29079198061604483,0.29079198061604483
2019-10-31,0.20678413384481245,0.20678413384481245,0.2907647378815605,0.2907647378815605
2019-11-01,0.2164443086264759,0.2164443086264759,0.3040474782063476,0.3040474782063476
2019-11-04,0.23534454865705692,0.23534454865705692,0.33003530824839655,0.33003530824839655
2019-11-05,0.22634667594074306,0.22634667594074306,0.32225455288862737,0.32225455288862737
2019-11-06,0.24319670349671973,0.24319670349671973,0.3276126995111761,0.3276126995111761
2019-11-07,0.2618290076014028,0.2618290076014028,0.3462437131545895,0.3462437131545895
2019-11-08,0.2641427855770412,0.2641427855770412,0.3462437131545895,0.3462437131545895
2019-11-11,0.2706983961395888,0.2706983961395888,0.3552576776780925,0.3552576776780925
2019-11-12,0.2767297551158055,0.2767297551158055,0.3635507962703905,0.3635507962703905
2019-11-13,0.2767297551158055,0.2767297551158055,0.3635507962703905,0.3635507962703905
2019-11-14,0.2767297551158055,0.2767297551158055,0.3635507962703905,0.3635507962703905
2019-11-15,0.2768029679995846,0.2768029679995846,0.3635507962703905,0.3635507962703905
2019-11-18,0.27680489436762545,0.27680489436762545,0.3635507962703905,0.3635507962703905
2019-11-19,0.27680489436762545,0.27680489436762545,0.3635507962703905,0.3635507962703905
2019-11-20,0.2769195206354907,0.2769195206354907,0.3635507962703905,0.3635507962703905
2019-11-21,0.2792678289223891,0.2792678289223891,0.3635507962703905,0.3635507962703905
2019-11-22,0.2792678289223891,0.2792678289223891,0.3635507962703905,0.3635507962703905
2019-11-25,0.2792678289223891,0.2792678289223891,0.3635507962703905,0.3635507962703905
2019-11-26,0.2792678289223891,0.2792678289223891,0.3635507962703905,0.3635507962703905
2019-11-27,0.2792678289223891,0.2792678289223891,0.3635507962703905,0.3635507962703905
2019-11-29,0.28581847674292754,0.28581847674292754,0.3635507962703905,0.3635507962703905
2019-12-02,0.2774956210410446,0.2774956210410446,0.3635507962703905,0.3635507962703905
2019-12-03,0.27919111800140245,0.27919111800140245,0.3635507962703905,0.3635507962703905
2019-12-04,0.27863569389677106,0.27863569389677106,0.3635507962703905,0.3635507962703905
2019-12-05,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-06,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-09,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-10,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-11,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-12,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-13,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-16,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-17,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-18,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-19,0.2874515366550536,0.2874515366550536,0.3635507962703905,0.3635507962703905
2019-12-20,0.2973762278339736,0.2973762278339736,0.3635507962703905,0.3635507962703905
2019-12-23,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2019-12-24,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2019-12-26,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2019-12-27,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2019-12-30,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2019-12-31,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2020-01-02,0.30496972774996267,0.30496972774996267,0.3635507962703905,0.3635507962703905
2020-01-03,0.30524974888094203,0.30524974888094203,0.36393582532548713,0.36393582532548713
2020-01-06,0.31115152685226755,0.31115152685226755,0.37205077003605985,0.37205077003605985
2020-01-07,0.3111315004518787,0.3111315004518787,0.37202323373552515,0.37202323373552515
2020-01-08,0.3221362886081083,0.3221362886081083,0.38715481745034075,0.38715481745034075
2020-01-09,0.3322771949098466,0.3322771949098466,0.40109856361523094,0.40109856361523094
2020-01-10,0.3319839147413659,0.3319839147413659,0.40069530338357,0.40069530338357
2020-01-13,0.33220026002767794,0.33220026002767794,0.40099277815224904,0.40099277815224904
2020-01-14,0.33233240747067344,0.33233240747067344,0.4011744808863678,0.4011744808863678
2020-01-15,0.3314949904986737,0.3314949904986737,0.40002303254986826,0.40002303254986826
2020-01-16,0.33152635904811373,0.33152635904811373,0.4000661643053482,0.4000661643053482
2020-01-17,0.3320784519672244,0.3320784519672244,0.4008252920691254,0.4008252920691254
2020-01-21,0.33131644611377853,0.33131644611377853,0.3997775340206373,0.3997775340206373
2020-01-22,0.3324913557263303,0.3324913557263303,0.401393034737896,0.401393034737896
2020-01-23,0.3338150176309907,0.3338150176309907,0.4032130698568041,0.4032130698568041
2020-01-24,0.33160548590020056,0.33160548590020056,0.4001749637269676,0.4001749637269676
2020-01-27,0.34085357255149135,0.34085357255149135,0.4128910828724925,0.4128910828724925
2020-01-28,0.3305529099432559,0.3305529099432559,0.3987276717861688,0.3987276717861688
2020-01-29,0.33684019856679637,0.33684019856679637,0.4073726936435369,0.4073726936435369
2020-01-30,0.33314513374163596,0.33314513374163596,0.4022919795089413,0.4022919795089413
2020-01-31,0.3305240980876904,0.3305240980876904,0.3986880554847662,0.3986880554847662
2020-02-03,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-04,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-05,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-06,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-07,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-10,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-11,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-12,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-13,0.3459186689409676,0.3459186689409676,0.41985559040802234,0.41985559040802234
2020-02-14,0.3560998325789233,0.3560998325789233,0.41985559040802234,0.41985559040802234
2020-02-18,0.3604900427699201,0.3604900427699201,0.41814976700053647,0.41814976700053647
2020-02-19,0.3694343983559826,0.3694343983559826,0.4304482559313725,0.4304482559313725
2020-02-20,0.37342483075930133,0.37342483075930133,0.4359351004859357,0.4359351004859357
2020-02-21,0.37826584079860903,0.37826584079860903,0.4425914892899838,0.4425914892899838
2020-02-24,0.3938347660591093,0.3938347660591093,0.4440394517827825,0.4440394517827825
2020-02-25,0.3948340190665214,0.3948340190665214,0.45032325240926974,0.45032325240926974
2020-02-26,0.39566878579154763,0.39566878579154763,0.4514467022534894,0.4514467022534894
2020-02-27,0.4247483823763496,0.4247483823763496,0.45098603113490515,0.45098603113490515
2020-02-28,0.42546556735383406,0.42546556735383406,0.4585320391371812,0.4585320391371812
2020-03-02,0.40036527262167404,0.40036527262167404,0.4585320391371812,0.4585320391371812
2020-03-03,0.3986077181381157,0.3986077181381157,0.45822548138806746,0.45822548138806746
2020-03-04,0.38053640743697464,0.38053640743697464,0.45702725911867514,0.45702725911867514
2020-03-05,0.38268896843006817,0.38268896843006817,0.4591807431563325,0.4591807431563325
2020-03-06,0.38047309421385656,0.38047309421385656,0.4561339161090415,0.4561339161090415
2020-03-09,0.40115712056090885,0.40115712056090885,0.46223864808170734,0.46223864808170734
2020-03-10,0.4065401196073896,0.4065401196073896,0.4646775027512552,0.4646775027512552
2020-03-11,0.43739210569407,0.43739210569407,0.4639743004604937,0.4639743004604937
2020-03-12,0.4697202195460365,0.4697202195460365,0.4742754026487467,0.4742754026487467
2020-03-13,0.45879808871722627,0.45879808871722627,0.449017308616377,0.449017308616377
2020-03-16,0.4700450364374561,0.4700450364374561,0.49345944759481597,0.49345944759481597
2020-03-17,0.4776882324917448,0.4776882324917448,0.45566123505916273,0.45566123505916273
2020-03-18,0.4939918890193935,0.4939918890193935,0.45724284000229914,0.45724284000229914
2020-03-19,0.507556091161031,0.507556091161031,0.4915357281819329,0.4915357281819329
2020-03-20,0.5022867767765202,0.5022867767765202,0.4842904209032306,0.4842904209032306
2020-03-23,0.49964216260678485,0.49964216260678485,0.4806540764198444,0.4806540764198444
2020-03-24,0.5239436816541136,0.5239436816541136,0.4934481998938681,0.4934481998938681
2020-03-25,0.5211869451663025,0.5211869451663025,0.48965768722312775,0.48965768722312775
2020-03-26,0.5262214022792353,0.5262214022792353,0.4898218394700111,0.4898218394700111
