Date,"('DBP', 'GLDI')","('DGL', 'UBG')","('GLD', 'OUNZ')","('GLD', 'SGOL')","('GLD', 'UBG')","('GLDI', 'UBG')","('GLTR', 'UBG')","('IAU', 'UBG')","('OUNZ', 'SGOL')","('OUNZ', 'UBG')","('SGOL', 'UBG')"
2019-01-25,-0.026361464428554388,0.012060219544125714,0.0,0.0,0.03272099172017113,-0.0031539153459729094,0.009320501209479033,0.005438072384399464,0.0,0.005410179336383121,0.005896381052943846
2019-01-28,-0.07884430249527691,0.012060219544125714,0.0,0.0,0.03272099172017113,-0.008396818370788837,0.009320501209479033,0.005438072384399464,0.0,0.005410179336383121,0.005896381052943846
2019-01-29,-0.027622996969698083,0.012060219544125714,0.0,0.0,0.03272099172017113,-0.0028075140267097287,0.009320501209479033,0.005438072384399464,0.0,0.005410179336383121,0.005896381052943846
2019-01-30,-0.06045743443754848,0.012060219544125714,0.0,0.005090656171454708,0.03272099172017113,-0.006254435677041448,0.009320501209479033,0.005438072384399464,0.001251106608425723,0.005410179336383121,0.005896381052943846
2019-01-31,-0.09587092102366578,0.012060219544125714,0.0,0.021531069997949303,0.03272099172017113,-0.00993662520857564,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-01,-0.11032574037511968,0.012060219544125714,0.0,0.05800376155618542,0.03272099172017113,-0.011523095757049753,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-04,-0.12719682433228896,0.012060219544125714,0.0,0.037388852548367324,0.03272099172017113,-0.013375562210779197,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-05,-0.1253315621443258,0.012060219544125714,0.0,0.09696916177267491,0.03272099172017113,-0.013272628904354239,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-06,-0.1031628392299054,0.012060219544125714,0.0,0.07299354859424922,0.03272099172017113,-0.010870218978959869,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-07,-0.09647803624334206,0.012060219544125714,0.0,0.04271043601318317,0.03272099172017113,-0.010072434770377316,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-08,-0.11384370953032028,0.012060219544125714,0.0,0.08411237326462756,0.03272099172017113,-0.01217261038138356,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-11,-0.09192315161059024,0.012060219544125714,0.0,0.06527579976716903,0.03272099172017113,-0.009604845456936765,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-12,-0.05527584894516263,0.012060219544125714,0.0,0.10156218138208856,0.03272099172017113,-0.005027892381205516,0.009320501209479033,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-13,-0.0800776196766374,0.012060219544125714,0.0,0.05664462185866186,0.03272099172017113,-0.008091008544462104,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-14,-0.1383617762245396,0.012060219544125714,0.0,0.05664462185866186,0.03272099172017113,-0.014531756878582117,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-15,-0.2278308103262484,0.012060219544125714,0.0,0.05664462185866186,0.03272099172017113,-0.02349372646263715,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-19,-0.21805854262074717,0.012060219544125714,0.0,0.05664462185866186,0.03272099172017113,-0.021968984197721766,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.005410179336383121,0.005896381052943846
2019-02-20,-0.16266302655618564,0.01727212317602748,0.0,0.05664462185866186,0.03272099172017113,-0.016599429071898895,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.0003287820480158826,0.0003985402850866871
2019-02-21,-0.19554895712599402,0.018076390194728217,0.0,0.05664462185866186,0.03272099172017113,-0.020182673813747574,0.01411644956936971,0.005438072384399464,0.0023901078883199474,0.002275098019039093,0.002493269227878271
2019-02-22,-0.15468720549891762,0.018566042018744254,0.0,0.05664462185866186,0.03272099172017113,-0.01596745199957773,0.005086557324588277,0.005438072384399464,0.0023901078883199474,0.0016438909031098728,0.0025254804995829077
2019-02-25,-0.18480553065206073,0.022218933848738236,0.0,0.05664462185866186,0.03272099172017113,-0.019584376870471442,0.0007786191015111297,0.005438072384399464,0.0023901078883199474,0.003747257817517782,0.0025254804995829077
2019-02-26,-0.18164874464766484,0.022218933848738236,0.0,0.05664462185866186,0.03272099172017113,-0.01905147885721002,0.0005946283747679674,0.005438072384399464,0.0023901078883199474,0.003747257817517782,0.0025254804995829077
2019-02-27,-0.1162955824605413,0.022218933848738236,0.0,0.05664462185866186,0.03272099172017113,-0.011580814378618319,-0.004938320002526368,0.005438072384399464,0.0023901078883199474,0.003747257817517782,0.0025254804995829077
2019-02-28,-0.00012583219234239829,0.022218933848738236,0.0,0.05664462185866186,0.03272099172017113,0.0033103855170886556,0.012959454905919206,0.005438072384399464,0.0023901078883199474,0.003747257817517782,0.0025254804995829077
2019-03-01,0.03929399763187473,0.04560721244222291,0.0,0.05664462185866186,0.1139128917757738,0.0017337838484214035,0.012959454905919206,0.011611969550561521,0.0023901078883199474,0.009512368050609534,0.008521868615301732
2019-03-04,0.03929399763187473,0.04560721244222291,0.0,0.05664462185866186,0.1139128917757738,-0.0015640437206119752,0.012959454905919206,0.011611969550561521,0.0023901078883199474,0.009512368050609534,0.008521868615301732
2019-03-05,0.03929399763187473,0.04560721244222291,0.0,0.05664462185866186,0.1139128917757738,0.0007807242126646728,0.012959454905919206,0.011611969550561521,0.0023901078883199474,0.009512368050609534,0.008521868615301732
2019-03-06,0.03929399763187473,0.04560721244222291,0.0,0.05664462185866186,0.1139128917757738,0.0006563167595986099,0.018458764757899346,0.011611969550561521,0.0023901078883199474,0.009512368050609534,0.008521868615301732
2019-03-07,0.03929399763187473,0.04560721244222291,0.0,0.05664462185866186,0.1139128917757738,0.00884337154041133,0.007086343823573791,0.011611969550561521,0.0023901078883199474,0.009512368050609534,0.008521868615301732
2019-03-08,0.03929399763187473,0.05535589418734973,0.0,0.05664462185866186,0.13573939931996423,0.00884337154041133,0.01841757098010103,0.018169746378764118,0.0023901078883199474,0.0165986097876522,0.01504217042011562
2019-03-11,0.2941513106392424,0.04906180479171681,0.0,0.05664462185866186,0.12968568935517208,0.03751715542930485,0.012554202717065012,0.011712932699241674,0.0023901078883199474,0.007930318693174447,0.008627293865156638
2019-03-12,0.31967405636162705,0.042557014963829874,-0.030694487162051774,0.05664462185866186,0.12269273962771907,0.03751715542930485,0.004731001493927613,0.004495599045620691,0.005512967562228426,0.004024053850221136,0.0016955835891579348
2019-03-13,0.3105174740429373,0.053245481479884914,-0.030694487162051774,0.05664462185866186,0.1342398384493275,0.03751715542930485,0.016755252982937043,0.016438319363552667,0.005512967562228426,0.014374277188122724,0.01316887916036762
2019-03-14,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.02911464833759677,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-15,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.02478231738043791,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-18,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.0211165489476487,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-19,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.030940653112664925,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-20,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.03411332385940736,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-21,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.037750872828080435,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-22,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.049021648665212095,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-25,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.056117077950547226,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-26,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.056117077950547226,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-27,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.08796991080133564,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-28,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.09317909531598877,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-03-29,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10019601610615149,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-01,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10331816779649661,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-02,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10253692971742556,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-03,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10785902404824181,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-04,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10123093580861206,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-05,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.09176713040973916,0.015639544575543847,0.005512967562228426,0.013469632295137566,0.011824670179071437
2019-04-08,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.0834348890255334,0.015639544575543847,0.0064660952033777745,0.013469632295137566,0.011824670179071437
2019-04-09,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.07467433011829819,0.015639544575543847,0.006372540143759629,0.013469632295137566,0.011824670179071437
2019-04-10,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.09130536309100867,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-11,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.09001510050026168,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-12,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.09903621660546479,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-15,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.10398084368362161,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-16,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.05664462185866186,0.16114388788271672,0.03751715542930485,0.11425394293645741,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-17,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.054207094499575004,0.16114388788271672,0.03751715542930485,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-18,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.052614705816559235,0.16114388788271672,0.03751715542930485,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-22,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.07282910851008823,0.16114388788271672,0.03751715542930485,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-23,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.04701678821043075,0.16114388788271672,0.04300204353596469,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-24,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.03511734926582101,0.16114388788271672,0.04684694626970719,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-25,0.3105174740429373,0.05795163460768388,-0.030694487162051774,-0.023402854599516132,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-26,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.017928596992203255,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-29,0.3105174740429373,0.05795163460768388,-0.030694487162051774,-0.008350977268416267,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-04-30,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.047509663671889274,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-01,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.07870110522690119,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-02,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.034309658469735486,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-03,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.034309658469735486,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-06,0.3105174740429373,0.05795163460768388,-0.030694487162051774,0.005115003334125519,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-07,0.3105174740429373,0.05795163460768388,-0.0025411191075627275,0.03029711150128421,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-08,0.3105174740429373,0.05795163460768388,-0.01934611936168625,0.009714351395609586,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-09,0.3105174740429373,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-10,0.3105174740429373,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.052144116998540144,0.11902273719249024,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-13,0.3105174740429373,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.052144116998540144,0.12680430536388315,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-14,0.4047670552933964,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.1250551734292081,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-15,0.3644191434037888,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.13102571193686752,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-16,0.43105602036390883,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.13959017855072434,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-17,0.4527899692047536,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.14038883750079828,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-20,0.4885758189837275,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.1404193782020281,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-21,0.4885758189837275,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.1391278377091143,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-22,0.4885758189837275,0.05795163460768388,-0.01934611936168625,-0.004990244452593714,0.16114388788271672,0.06264283627127895,0.14478575026436458,0.015639544575543847,0.007232471005135016,0.013469632295137566,0.011824670179071437
2019-05-23,0.4885758189837275,0.057697462869445826,-0.01934611936168625,-0.004990244452593714,0.16007097474599097,0.06264283627127895,0.14960811389522055,0.01482519367169289,0.007232471005135016,0.012515730570214632,0.010692904690440517
2019-05-24,0.4885758189837275,0.06100105350924928,-0.01934611936168625,-0.004990244452593714,0.16394567556114736,0.06264283627127895,0.14352913031465198,0.01889355745444788,0.007232471005135016,0.016566214489315532,0.014811092847829142
2019-05-28,0.4885758189837275,0.060746104109416554,-0.01934611936168625,-0.004990244452593714,0.16361462437418084,0.06264283627127895,0.14433388222517785,0.01807654527562142,0.007232471005135016,0.01576874806888043,0.014243512423074898
2019-05-29,0.4885758189837275,0.06706483671213775,-0.01934611936168625,-0.004990244452593714,0.1978847494504083,0.06264283627127895,0.12902302456200215,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-05-30,0.4885758189837275,0.06706483671213775,-0.01934611936168625,-0.004990244452593714,0.1978847494504083,0.06264283627127895,0.1039797725159809,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-05-31,0.4885758189837275,0.06706483671213775,-0.01934611936168625,-0.004990244452593714,0.1978847494504083,0.06264283627127895,0.0850693573082403,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-06-03,0.4885758189837275,0.06706483671213775,-0.01934611936168625,-0.004990244452593714,0.1978847494504083,0.06264283627127895,0.08695172360322964,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-06-04,0.4589763058345909,0.06706483671213775,-0.01934611936168625,-0.020797683088519092,0.1978847494504083,0.06264283627127895,0.09099038437822135,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-06-05,0.44288031053828364,0.06706483671213775,-0.01934611936168625,-0.020797683088519092,0.1978847494504083,0.06170810172330278,0.07836857163863693,0.015758789082446507,0.007232471005135016,0.013649867166708676,0.011714745879222128
2019-06-06,0.4705244048184155,0.06706483671213775,-0.01934611936168625,-0.020797683088519092,0.1978847494504083,0.0639935684212647,0.08506118339234565,0.015758789082446507,0.0075201431584986855,0.013649867166708676,0.011714745879222128
2019-06-07,0.4589371713616469,0.06706483671213775,-0.01934611936168625,-0.020797683088519092,0.1978847494504083,0.06331521961340549,0.08707618058094038,0.015758789082446507,0.008114153490085145,0.013649867166708676,0.011714745879222128
2019-06-10,0.44375504736125254,0.06706483671213775,-0.01934611936168625,-0.01435335100064182,0.1978847494504083,0.06171170222545254,0.0883236752711172,0.015758789082446507,0.008114153490085145,0.013649867166708676,0.011714745879222128
2019-06-11,0.44158422202526565,0.06706483671213775,-0.01934611936168625,-0.04357229417765185,0.1978847494504083,0.0610256177406603,0.09284012005638845,0.015758789082446507,0.008114153490085145,0.013649867166708676,0.011714745879222128
2019-06-12,0.395944116550271,0.06706483671213775,-0.01934611936168625,0.014318323743310504,0.1978847494504083,0.05531130315100864,0.10136729915340872,0.015758789082446507,0.008114153490085145,0.013649867166708676,0.011714745879222128
2019-06-13,0.4231403960664875,0.06462405245261421,-0.01934611936168625,0.016904955551727486,0.1982007124520629,0.058379455293735796,0.10136729915340872,0.015758789082446507,0.008114153490085145,0.012888887338226454,0.011482655370270229
2019-06-14,0.23924915914099504,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.039326873294631075,0.10136729915340872,0.019679529524538115,0.008114153490085145,0.01834342295702044,0.015540759497586428
2019-06-17,0.38491348429824357,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.05463404144667177,0.10136729915340872,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-18,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.06141474424438715,0.10136729915340872,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-19,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.06141474424438715,0.10136729915340872,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-20,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.06141474424438715,0.10136729915340872,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-21,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.06141474424438715,0.08832763553020449,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-24,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.061302341216551155,0.08745022165182424,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-25,0.44019627682658063,0.07627868886347848,-0.01934611936168625,0.016904955551727486,0.2294447769012649,0.0628736891380241,0.07939982565922175,0.019679529524538115,0.009040599603003421,0.01834342295702044,0.015540759497586428
2019-06-26,0.44019627682658063,0.07604652921710524,-0.01934611936168625,0.016904955551727486,0.22846707605431432,0.06018431158147991,0.08161321703164491,0.019679529524538115,0.009040599603003421,0.017619293443770702,0.01473088762712432
2019-06-27,0.44019627682658063,0.08478066807716403,-0.01934611936168625,0.016904955551727486,0.252669407934996,0.06659087216317282,0.09619399200021415,0.02336870990279923,0.009040599603003421,0.021296387624766412,0.019065166462404498
